match_id,team1_comp,team2_comp,match_win,map_win
10572,"['Bastion', 'D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Mercy', 'Orisa', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Orisa', 'Reaper', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10572,"['D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Orisa', 'Reaper', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Bastion', 'D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Mercy', 'Orisa', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10573,"['D.Va', 'Genji', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,lose
10573,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,win
10573,"['D.Va', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Tracer', 'Winston', 'Zenyatta']",win,lose
10573,"['D.Va', 'Genji', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Winston', 'Zenyatta']",lose,win
10573,"['D.Va', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10573,"['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10573,"['Ana', 'D.Va', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Reinhardt', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']","['D.Va', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Tracer', 'Winston', 'Zenyatta']",lose,lose
10573,"['D.Va', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Tracer', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Reinhardt', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",win,win
10573,"['D.Va', 'Doomfist', 'Genji', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10573,"['D.Va', 'Genji', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Doomfist', 'Genji', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10574,"['Bastion', 'D.Va', 'Genji', 'Junkrat', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10574,"['D.Va', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Bastion', 'D.Va', 'Genji', 'Junkrat', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10574,"['D.Va', 'Genji', 'Mercy', 'Orisa', 'Pharah', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",lose,lose
10574,"['D.Va', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Mercy', 'Orisa', 'Pharah', 'Tracer', 'Winston', 'Zenyatta']",win,win
10574,"['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Symmetra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,lose
10574,"['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Symmetra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,win
10574,"['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Doomfist', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Reinhardt', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",lose,lose
10574,"['D.Va', 'Doomfist', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Reinhardt', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']","['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",win,win
10574,"['D.Va', 'Genji', 'Hanzo', 'Junkrat', 'McCree', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'Mercy', 'Orisa', 'Pharah', 'Reaper', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,lose
10574,"['D.Va', 'Genji', 'Junkrat', 'Mercy', 'Orisa', 'Pharah', 'Reaper', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Hanzo', 'Junkrat', 'McCree', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,win
10575,"['D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Mercy', 'Moira', 'Orisa', 'Roadhog', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Ana', 'Bastion', 'D.Va', 'Genji', 'Junkrat', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,lose
10575,"['Ana', 'Bastion', 'D.Va', 'Genji', 'Junkrat', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Mercy', 'Moira', 'Orisa', 'Roadhog', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,win
10575,"['Bastion', 'D.Va', 'Genji', 'Junkrat', 'Mercy', 'Orisa', 'Reinhardt', 'Roadhog', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10575,"['D.Va', 'Genji', 'Junkrat', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Bastion', 'D.Va', 'Genji', 'Junkrat', 'Mercy', 'Orisa', 'Reinhardt', 'Roadhog', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10575,"['D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Sombra', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']","['D.Va', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Reinhardt', 'Soldier: 76', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",lose,lose
10575,"['D.Va', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Reinhardt', 'Soldier: 76', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']","['D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Sombra', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",win,win
10575,"['Ana', 'D.Va', 'Genji', 'McCree', 'Mercy', 'Moira', 'Pharah', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Mercy', 'Pharah', 'Tracer', 'Winston', 'Zenyatta']",lose,lose
10575,"['D.Va', 'Genji', 'Mercy', 'Pharah', 'Tracer', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'McCree', 'Mercy', 'Moira', 'Pharah', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10575,"['D.Va', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Doomfist', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",win,lose
10575,"['D.Va', 'Doomfist', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",lose,win
10576,"['Ana', 'D.Va', 'Doomfist', 'Genji', 'Lúcio', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Lúcio', 'Reinhardt', 'Tracer', 'Winston', 'Zenyatta']",lose,lose
10576,"['Ana', 'D.Va', 'Genji', 'Lúcio', 'Reinhardt', 'Tracer', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Doomfist', 'Genji', 'Lúcio', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10576,"['D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Lúcio', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Mercy', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10576,"['D.Va', 'Mercy', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Lúcio', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10576,"['D.Va', 'Genji', 'Lúcio', 'Pharah', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Lúcio', 'Tracer', 'Winston', 'Zenyatta']",win,lose
10576,"['D.Va', 'Genji', 'Lúcio', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Lúcio', 'Pharah', 'Tracer', 'Winston', 'Zenyatta']",lose,win
10576,"['D.Va', 'Lúcio', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Hanzo', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10576,"['D.Va', 'Hanzo', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Lúcio', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10577,"['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Lúcio', 'Mercy', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10577,"['D.Va', 'Lúcio', 'Mercy', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10577,"['D.Va', 'Doomfist', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Reaper', 'Reinhardt', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Reinhardt', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",win,win
10577,"['D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Reinhardt', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']","['D.Va', 'Doomfist', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Reaper', 'Reinhardt', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10577,"['D.Va', 'Doomfist', 'Lúcio', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Lúcio', 'Moira', 'Soldier: 76', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",lose,win
10577,"['D.Va', 'Lúcio', 'Moira', 'Soldier: 76', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']","['D.Va', 'Doomfist', 'Lúcio', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",win,lose
10577,"['Ana', 'D.Va', 'Doomfist', 'Hanzo', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Lúcio', 'Sombra', 'Tracer', 'Winston', 'Zenyatta']",lose,win
10577,"['Ana', 'D.Va', 'Genji', 'Lúcio', 'Sombra', 'Tracer', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Doomfist', 'Hanzo', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,lose
10577,"['Ana', 'D.Va', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Sombra', 'Tracer', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Lúcio', 'Orisa', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10577,"['Ana', 'D.Va', 'Genji', 'Lúcio', 'Orisa', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Sombra', 'Tracer', 'Winston', 'Zenyatta']",lose,lose
10578,"['D.Va', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Reinhardt', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Moira', 'Reinhardt', 'Roadhog', 'Tracer', 'Winston', 'Zenyatta']",win,win
10578,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Moira', 'Reinhardt', 'Roadhog', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Reinhardt', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",lose,lose
10578,"['D.Va', 'Junkrat', 'Lúcio', 'Moira', 'Reinhardt', 'Soldier: 76', 'Symmetra', 'Torbjörn', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Moira', 'Reinhardt', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",win,win
10578,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Moira', 'Reinhardt', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']","['D.Va', 'Junkrat', 'Lúcio', 'Moira', 'Reinhardt', 'Soldier: 76', 'Symmetra', 'Torbjörn', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",lose,lose
10578,"['Ana', 'D.Va', 'Genji', 'Lúcio', 'Soldier: 76', 'Symmetra', 'Tracer', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Lúcio', 'Moira', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",win,win
10578,"['Ana', 'D.Va', 'Genji', 'Lúcio', 'Moira', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Lúcio', 'Soldier: 76', 'Symmetra', 'Tracer', 'Winston', 'Zenyatta']",lose,lose
10578,"['D.Va', 'Genji', 'Hanzo', 'Mercy', 'Symmetra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Hanzo', 'Lúcio', 'Mercy', 'Moira', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10578,"['Ana', 'D.Va', 'Genji', 'Hanzo', 'Lúcio', 'Mercy', 'Moira', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Hanzo', 'Mercy', 'Symmetra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10579,"['Ana', 'D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'Mercy', 'Soldier: 76', 'Symmetra', 'Tracer', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Lúcio', 'Mercy', 'Reinhardt', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10579,"['Ana', 'D.Va', 'Genji', 'Lúcio', 'Mercy', 'Reinhardt', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'Mercy', 'Soldier: 76', 'Symmetra', 'Tracer', 'Winston', 'Zenyatta']",lose,lose
10579,"['D.Va', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']","['D.Va', 'Hanzo', 'Junkrat', 'Lúcio', 'McCree', 'Moira', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Widowmaker', 'Zarya']",win,win
10579,"['D.Va', 'Hanzo', 'Junkrat', 'Lúcio', 'McCree', 'Moira', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Widowmaker', 'Zarya']","['D.Va', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",lose,lose
10579,"['D.Va', 'Doomfist', 'Junkrat', 'Lúcio', 'Mercy', 'Orisa', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Junkrat', 'Lúcio', 'Mercy', 'Orisa', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,win
10579,"['D.Va', 'Junkrat', 'Lúcio', 'Mercy', 'Orisa', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Doomfist', 'Junkrat', 'Lúcio', 'Mercy', 'Orisa', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,lose
10579,"['D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'Mei', 'Mercy', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Lúcio', 'Mercy', 'Orisa', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10579,"['Ana', 'D.Va', 'Genji', 'Lúcio', 'Mercy', 'Orisa', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'Mei', 'Mercy', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10580,"['Ana', 'D.Va', 'Genji', 'Lúcio', 'McCree', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Hanzo', 'Lúcio', 'Mercy', 'Pharah', 'Soldier: 76', 'Sombra', 'Tracer', 'Winston', 'Zenyatta']",lose,lose
10580,"['Ana', 'D.Va', 'Genji', 'Hanzo', 'Lúcio', 'Mercy', 'Pharah', 'Soldier: 76', 'Sombra', 'Tracer', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Lúcio', 'McCree', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",win,win
10580,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'McCree', 'Mercy', 'Moira', 'Pharah', 'Torbjörn', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10580,"['D.Va', 'Genji', 'McCree', 'Mercy', 'Moira', 'Pharah', 'Torbjörn', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10580,"['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Sombra', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Lúcio', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10580,"['D.Va', 'Genji', 'Lúcio', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Sombra', 'Tracer', 'Winston', 'Zenyatta']",win,win
10580,"['D.Va', 'Genji', 'Lúcio', 'Mei', 'Moira', 'Reaper', 'Roadhog', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Moira', 'Reinhardt', 'Roadhog', 'Tracer', 'Winston', 'Zenyatta']",win,lose
10580,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Moira', 'Reinhardt', 'Roadhog', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Lúcio', 'Mei', 'Moira', 'Reaper', 'Roadhog', 'Tracer', 'Winston', 'Zenyatta']",lose,win
10580,"['Ana', 'D.Va', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Sombra', 'Tracer', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Hanzo', 'McCree', 'Mercy', 'Soldier: 76', 'Torbjörn', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,lose
10580,"['Ana', 'D.Va', 'Genji', 'Hanzo', 'McCree', 'Mercy', 'Soldier: 76', 'Torbjörn', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Sombra', 'Tracer', 'Winston', 'Zenyatta']",lose,win
10581,"['Ana', 'D.Va', 'Genji', 'Hanzo', 'Lúcio', 'McCree', 'Mercy', 'Reinhardt', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Lúcio', 'Moira', 'Tracer', 'Winston', 'Zenyatta']",lose,win
10581,"['Ana', 'D.Va', 'Genji', 'Lúcio', 'Moira', 'Tracer', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Hanzo', 'Lúcio', 'McCree', 'Mercy', 'Reinhardt', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,lose
10581,"['D.Va', 'Genji', 'Junkrat', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Doomfist', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10581,"['D.Va', 'Doomfist', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10581,"['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10581,"['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10581,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Junkrat', 'Lúcio', 'Mercy', 'Orisa', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10581,"['D.Va', 'Junkrat', 'Lúcio', 'Mercy', 'Orisa', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
